model,ins_id,param_id,length,format,ori,hit,num,correct,total_score
o4-mini,2,0,60,1.0,1.0,0.9166666666666666,1.0,0.16666666666666666,0.8095238095238095
o4-mini,2,1,60,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,2,2,60,1.0,1.0,0.5,0.5833333333333334,0.5,0.7023809523809524
o4-mini,2,3,60,1.0,1.0,0.75,0.5833333333333334,0.0,0.630952380952381
o4-mini,2,4,60,1.0,1.0,0.9166666666666666,1.0,0.16666666666666666,0.8095238095238095
o4-mini,3,0,60,1.0,1.0,0.75,1.0,0.0,0.75
o4-mini,3,1,60,1.0,1.0,0.0,0.5833333333333334,0.16666666666666666,0.5595238095238095
o4-mini,3,2,60,1.0,1.0,1.0,1.0,0.5,0.8928571428571429
o4-mini,3,3,60,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,3,4,60,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,4,0,60,0.6666666666666666,1.0,0.0,0.25,0.0,0.35714285714285715
o4-mini,4,1,60,1.0,1.0,0.125,0.5833333333333334,0.125,0.568452380952381
o4-mini,4,2,60,1.0,1.0,0.9375,1.0,0.125,0.8035714285714286
o4-mini,4,3,60,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,4,4,60,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,0,0,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,0,1,120,1.0,1.0,1.0,1.0,0.16666666666666666,0.8214285714285714
o4-mini,0,2,120,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,0,3,120,1.0,1.0,0.9166666666666666,1.0,0.0,0.7738095238095238
o4-mini,0,4,120,1.0,1.0,0.75,0.5833333333333334,0.16666666666666666,0.6666666666666667
o4-mini,1,0,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,1,1,120,0.8181818181818182,1.0,0.0,0.0,0.0,0.31818181818181823
o4-mini,1,2,120,1.0,1.0,0.5,0.5833333333333334,0.0,0.5952380952380952
o4-mini,1,3,120,1.0,1.0,0.5,0.5833333333333334,0.0,0.5952380952380952
o4-mini,1,4,120,1.0,1.0,0.5,1.0,0.0,0.7142857142857143
o4-mini,2,0,120,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
o4-mini,2,1,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,2,2,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,2,3,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,2,4,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,3,0,120,1.0,1.0,0.75,0.5833333333333334,0.0,0.630952380952381
o4-mini,3,1,120,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,3,2,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,3,3,120,1.0,1.0,0.75,0.5833333333333334,0.0,0.630952380952381
o4-mini,3,4,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,4,0,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,4,1,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,4,2,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,4,3,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,4,4,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
gpt-4o,0,0,3,1.0,1.0,0.75,0.5833333333333334,0.0,0.630952380952381
gpt-4o,0,1,3,1.0,1.0,0.9375,1.0,1.0,0.9910714285714286
gpt-4o,0,2,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,0,3,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,0,4,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,1,0,3,1.0,1.0,0.8333333333333334,1.0,0.3333333333333333,0.8333333333333333
gpt-4o,1,1,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,1,2,3,1.0,1.0,0.875,1.0,0.25,0.8214285714285714
gpt-4o,1,3,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,1,4,3,1.0,1.0,0.75,0.5833333333333334,0.0,0.630952380952381
gpt-4o,2,0,3,1.0,1.0,0.9166666666666666,1.0,0.3333333333333333,0.8452380952380952
gpt-4o,2,1,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,2,2,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,2,3,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,2,4,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,3,0,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,3,1,3,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
gpt-4o,3,2,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,3,3,3,1.0,1.0,0.9166666666666666,1.0,0.0,0.7738095238095238
gpt-4o,3,4,3,1.0,1.0,1.0,1.0,1.0,1.0
gpt-4o,4,0,3,1.0,1.0,0.75,0.5833333333333334,1.0,0.8452380952380952
gpt-4o,4,1,3,1.0,1.0,0.875,0.5833333333333334,0.0,0.6488095238095238
gpt-4o,4,2,3,0.7777777777777777,1.0,0.8333333333333334,0.25,0.0,0.5
gpt-4o,4,3,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,4,4,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,0,0,6,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,0,1,6,1.0,1.0,0.9375,1.0,0.125,0.8035714285714286
gpt-4o,0,2,6,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,0,3,6,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,0,4,6,1.0,1.0,1.0,1.0,0.25,0.8392857142857143
gpt-4o,1,0,6,1.0,1.0,1.0,1.0,0.3333333333333333,0.8571428571428571
gpt-4o,1,1,6,1.0,1.0,1.0,1.0,0.5,0.8928571428571429
gpt-4o,1,2,6,1.0,1.0,1.0,1.0,1.0,1.0
gpt-4o,1,3,6,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,1,4,6,1.0,1.0,1.0,1.0,1.0,1.0
gpt-4o,2,0,6,1.0,1.0,1.0,1.0,0.25,0.8392857142857143
gpt-4o,2,1,6,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,2,2,6,1.0,1.0,1.0,1.0,1.0,1.0
gpt-4o,2,3,6,1.0,1.0,0.75,1.0,0.0,0.75
gpt-4o,2,4,6,1.0,1.0,0.8333333333333334,0.5833333333333334,0.3333333333333333,0.7142857142857143
gpt-4o,3,0,6,1.0,1.0,1.0,1.0,1.0,1.0
gpt-4o,3,1,6,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,3,2,6,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,3,3,6,1.0,1.0,1.0,1.0,1.0,1.0
gpt-4o,3,4,6,1.0,1.0,1.0,1.0,1.0,1.0
gpt-4o,4,0,6,1.0,1.0,1.0,1.0,0.3333333333333333,0.8571428571428571
gpt-4o,4,1,6,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,4,2,6,1.0,1.0,0.5,1.0,1.0,0.9285714285714286
gpt-4o,4,3,6,1.0,1.0,1.0,1.0,0.375,0.8660714285714286
gpt-4o,4,4,6,1.0,1.0,1.0,1.0,0.25,0.8392857142857143
gpt-4o,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0
gpt-4o,0,1,13,1.0,1.0,0.8125,0.5833333333333334,0.875,0.8273809523809524
gpt-4o,0,2,13,1.0,1.0,0.875,1.0,0.125,0.7946428571428571
gpt-4o,0,3,13,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,0,4,13,1.0,1.0,1.0,1.0,0.16666666666666666,0.8214285714285714
gpt-4o,1,0,13,1.0,1.0,1.0,1.0,0.16666666666666666,0.8214285714285714
gpt-4o,1,1,13,1.0,1.0,1.0,1.0,0.5,0.8928571428571429
gpt-4o,1,2,13,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,1,3,13,1.0,1.0,0.9375,1.0,0.0,0.7767857142857143
gpt-4o,1,4,13,1.0,1.0,0.9375,1.0,0.25,0.8303571428571429
gpt-4o,2,0,13,1.0,1.0,1.0,1.0,1.0,1.0
gpt-4o,2,1,13,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,2,2,13,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,2,3,13,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,2,4,13,1.0,1.0,1.0,1.0,1.0,1.0
gpt-4o,3,0,13,1.0,1.0,1.0,1.0,0.3333333333333333,0.8571428571428571
gpt-4o,3,1,13,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,3,2,13,1.0,1.0,1.0,1.0,1.0,1.0
gpt-4o,3,3,13,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,3,4,13,1.0,1.0,1.0,1.0,0.3333333333333333,0.8571428571428571
gpt-4o,4,0,13,1.0,1.0,0.9166666666666666,1.0,0.0,0.7738095238095238
gpt-4o,4,1,13,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
gpt-4o,4,2,13,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,4,3,13,1.0,1.0,1.0,1.0,0.3333333333333333,0.8571428571428571
gpt-4o,4,4,13,1.0,1.0,0.9375,1.0,0.25,0.8303571428571429
gpt-4o,0,0,28,1.0,1.0,1.0,1.0,1.0,1.0
gpt-4o,0,1,28,1.0,1.0,0.9166666666666666,1.0,0.16666666666666666,0.8095238095238095
gpt-4o,0,2,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,0,3,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,0,4,28,1.0,1.0,0.6666666666666666,0.5833333333333334,0.0,0.619047619047619
gpt-4o,1,0,28,1.0,1.0,0.4166666666666667,0.5833333333333334,0.5,0.6904761904761905
gpt-4o,1,1,28,1.0,1.0,0.6666666666666666,0.5833333333333334,0.5,0.7261904761904762
gpt-4o,1,2,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,1,3,28,1.0,1.0,0.875,1.0,0.25,0.8214285714285714
gpt-4o,1,4,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,2,0,28,1.0,1.0,0.9166666666666666,1.0,0.16666666666666666,0.8095238095238095
gpt-4o,2,1,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,2,2,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,2,3,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,2,4,28,1.0,1.0,1.0,1.0,0.5,0.8928571428571429
gpt-4o,3,0,28,1.0,1.0,0.75,1.0,0.5,0.8571428571428571
gpt-4o,3,1,28,1.0,1.0,1.0,1.0,1.0,1.0
gpt-4o,3,2,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,3,3,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,3,4,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,4,0,28,1.0,1.0,0.9375,1.0,0.125,0.8035714285714286
gpt-4o,4,1,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,4,2,28,1.0,1.0,0.8333333333333334,0.5833333333333334,0.3333333333333333,0.7142857142857143
gpt-4o,4,3,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,4,4,28,1.0,1.0,0.9375,1.0,0.125,0.8035714285714286
gpt-4o,0,0,60,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,0,1,60,1.0,1.0,1.0,1.0,1.0,1.0
gpt-4o,0,2,60,1.0,1.0,1.0,1.0,1.0,1.0
gpt-4o,0,3,60,1.0,1.0,0.8125,0.5833333333333334,0.5,0.7470238095238095
gpt-4o,0,4,60,1.0,1.0,1.0,1.0,0.5,0.8928571428571429
gpt-4o,1,0,60,1.0,1.0,0.75,0.5833333333333334,0.375,0.7113095238095238
gpt-4o,1,1,60,1.0,1.0,1.0,1.0,0.75,0.9464285714285714
gpt-4o,1,2,60,1.0,1.0,0.8125,0.5833333333333334,0.25,0.693452380952381
gpt-4o,1,3,60,1.0,1.0,1.0,1.0,1.0,1.0
gpt-4o,1,4,60,1.0,1.0,0.5,0.5833333333333334,0.5,0.7023809523809524
gpt-4o,2,0,60,1.0,1.0,0.5,0.5833333333333334,0.5,0.7023809523809524
gpt-4o,2,1,60,1.0,1.0,0.75,1.0,0.0,0.75
gpt-4o,2,2,60,0.7777777777777777,1.0,1.0,0.5833333333333334,0.6666666666666666,0.7619047619047619
gpt-4o,2,3,60,1.0,1.0,0.875,0.5833333333333334,0.375,0.7291666666666667
gpt-4o,2,4,60,1.0,1.0,0.8333333333333334,0.5833333333333334,0.3333333333333333,0.7142857142857143
gpt-4o,3,0,60,1.0,1.0,0.5,0.5833333333333334,0.5,0.7023809523809524
gpt-4o,3,1,60,1.0,1.0,0.5833333333333334,0.5833333333333334,0.0,0.6071428571428571
gpt-4o,3,2,60,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
gpt-4o,3,3,60,1.0,1.0,1.0,1.0,0.5,0.8928571428571429
gpt-4o,3,4,60,1.0,1.0,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.6428571428571429
gpt-4o,4,0,60,1.0,1.0,0.8125,0.5833333333333334,0.125,0.6666666666666667
gpt-4o,4,1,60,1.0,1.0,0.5,0.5833333333333334,0.125,0.6220238095238095
gpt-4o,4,2,60,1.0,1.0,0.875,1.0,0.375,0.8482142857142857
gpt-4o,4,3,60,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
gpt-4o,4,4,60,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,0,0,120,1.0,1.0,1.0,1.0,0.25,0.8392857142857143
gpt-4o,0,1,120,1.0,1.0,1.0,1.0,0.16666666666666666,0.8214285714285714
gpt-4o,0,2,120,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,0,3,120,1.0,1.0,0.5,0.5833333333333334,0.5,0.7023809523809524
gpt-4o,0,4,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
gpt-4o,1,0,120,1.0,1.0,1.0,1.0,0.375,0.8660714285714286
gpt-4o,1,1,120,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,1,2,120,1.0,1.0,0.75,1.0,0.0,0.75
gpt-4o,1,3,120,1.0,1.0,1.0,1.0,0.5,0.8928571428571429
gpt-4o,1,4,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
gpt-4o,2,0,120,1.0,1.0,1.0,1.0,0.5,0.8928571428571429
gpt-4o,2,1,120,1.0,1.0,1.0,1.0,0.5,0.8928571428571429
gpt-4o,2,2,120,1.0,1.0,1.0,1.0,1.0,1.0
gpt-4o,2,3,120,1.0,1.0,1.0,1.0,0.25,0.8392857142857143
gpt-4o,2,4,120,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,3,0,120,1.0,1.0,1.0,1.0,0.25,0.8392857142857143
gpt-4o,3,1,120,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,3,2,120,1.0,1.0,1.0,1.0,0.25,0.8392857142857143
gpt-4o,3,3,120,1.0,1.0,0.75,0.5833333333333334,0.25,0.6845238095238095
gpt-4o,3,4,120,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,4,0,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
gpt-4o,4,1,120,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gpt-4o,4,2,120,1.0,1.0,0.75,0.5833333333333334,0.25,0.6845238095238095
gpt-4o,4,3,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
gpt-4o,4,4,120,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o3,0,0,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,0,1,3,1.0,1.0,0.875,0.5833333333333334,1.0,0.8630952380952381
o3,0,2,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,0,3,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,0,4,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,1,0,3,1.0,1.0,0.8333333333333334,0.5833333333333334,1.0,0.8571428571428571
o3,1,1,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,1,2,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,1,3,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,1,4,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,2,0,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,2,1,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,2,2,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.9285714285714286
o3,2,3,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,2,4,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,3,0,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,3,1,3,1.0,1.0,0.875,0.5833333333333334,1.0,0.8630952380952381
o3,3,2,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,3,3,3,1.0,1.0,0.8333333333333334,0.5833333333333334,1.0,0.8571428571428571
o3,3,4,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,4,0,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,4,1,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,4,2,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,4,3,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,4,4,3,1.0,1.0,1.0,1.0,1.0,1.0
o3,0,0,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,0,1,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,0,2,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,0,3,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,0,4,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,1,0,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,1,1,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,1,2,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,1,3,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,1,4,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,2,0,6,1.0,1.0,1.0,1.0,0.75,0.9464285714285714
o3,2,1,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,2,2,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,2,3,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,2,4,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,3,0,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,3,1,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,3,2,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,3,3,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,3,4,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,4,0,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,4,1,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,4,2,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,4,3,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,4,4,6,1.0,1.0,1.0,1.0,1.0,1.0
o3,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0
o3,0,1,13,1.0,1.0,1.0,1.0,1.0,1.0
o3,0,2,13,1.0,1.0,1.0,1.0,1.0,1.0
o3,0,3,13,1.0,1.0,1.0,1.0,1.0,1.0
o3,0,4,13,1.0,1.0,1.0,1.0,1.0,1.0
o3,1,0,13,1.0,1.0,1.0,1.0,1.0,1.0
o3,1,1,13,1.0,1.0,0.75,0.5833333333333334,1.0,0.8452380952380952
o3,1,2,13,1.0,1.0,0.5,0.5833333333333334,1.0,0.8095238095238095
o3,1,3,13,1.0,1.0,0.875,0.5833333333333334,0.875,0.8363095238095238
o3,1,4,13,1.0,1.0,1.0,1.0,1.0,1.0
o3,2,0,13,1.0,1.0,1.0,1.0,1.0,1.0
o3,2,1,13,1.0,1.0,1.0,1.0,1.0,1.0
o3,2,2,13,1.0,1.0,1.0,1.0,1.0,1.0
o3,2,3,13,1.0,1.0,1.0,1.0,1.0,1.0
o3,2,4,13,1.0,1.0,1.0,1.0,1.0,1.0
o3,3,0,13,1.0,1.0,1.0,1.0,1.0,1.0
o3,3,1,13,1.0,1.0,0.75,0.5833333333333334,1.0,0.8452380952380952
o3,3,2,13,1.0,1.0,1.0,1.0,1.0,1.0
o3,3,3,13,1.0,1.0,1.0,1.0,1.0,1.0
o3,3,4,13,1.0,1.0,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.7857142857142857
o3,4,0,13,1.0,1.0,0.8333333333333334,0.5833333333333334,1.0,0.8571428571428571
o3,4,1,13,1.0,1.0,1.0,1.0,1.0,1.0
o3,4,2,13,1.0,1.0,1.0,1.0,1.0,1.0
o3,4,3,13,1.0,1.0,1.0,1.0,1.0,1.0
o3,4,4,13,1.0,1.0,1.0,1.0,1.0,1.0
o3,0,0,28,1.0,1.0,1.0,1.0,1.0,1.0
o3,0,1,28,1.0,1.0,1.0,1.0,0.6666666666666666,0.9285714285714286
o3,0,2,28,1.0,1.0,1.0,1.0,1.0,1.0
o3,0,3,28,1.0,1.0,1.0,1.0,1.0,1.0
o3,0,4,28,1.0,1.0,0.8333333333333334,0.5833333333333334,1.0,0.8571428571428571
o3,1,0,28,1.0,1.0,0.8333333333333334,0.5833333333333334,1.0,0.8571428571428571
o3,1,1,28,1.0,1.0,1.0,1.0,1.0,1.0
o3,1,2,28,1.0,1.0,0.5,0.5833333333333334,1.0,0.8095238095238095
o3,1,3,28,1.0,1.0,1.0,1.0,1.0,1.0
o3,1,4,28,1.0,1.0,1.0,1.0,1.0,1.0
o3,2,0,28,1.0,1.0,1.0,1.0,0.8333333333333334,0.9642857142857143
o3,2,1,28,1.0,1.0,1.0,1.0,0.75,0.9464285714285714
o3,2,2,28,1.0,1.0,1.0,1.0,1.0,1.0
o3,2,3,28,1.0,1.0,1.0,1.0,1.0,1.0
o3,2,4,28,1.0,1.0,1.0,1.0,1.0,1.0
o3,3,0,28,1.0,1.0,1.0,1.0,1.0,1.0
o3,3,1,28,1.0,1.0,1.0,1.0,1.0,1.0
o3,3,2,28,1.0,1.0,1.0,1.0,1.0,1.0
o3,3,3,28,1.0,1.0,1.0,1.0,1.0,1.0
o3,3,4,28,1.0,1.0,1.0,1.0,1.0,1.0
o3,4,0,28,1.0,1.0,1.0,1.0,0.375,0.8660714285714286
o3,4,1,28,1.0,1.0,1.0,1.0,1.0,1.0
o3,4,2,28,1.0,1.0,1.0,1.0,1.0,1.0
o3,4,3,28,1.0,1.0,1.0,1.0,1.0,1.0
o3,4,4,28,1.0,1.0,1.0,1.0,1.0,1.0
o3,0,0,60,0.16666666666666666,1.0,0.5,0.5833333333333334,0.0,0.4166666666666667
o3,0,1,60,0.16666666666666666,1.0,0.5,0.5833333333333334,0.0,0.4166666666666667
o3,0,2,60,0.16666666666666666,1.0,0.0,0.3333333333333333,0.0,0.2738095238095238
o3,0,3,60,0.0,1.0,0.0,0.08333333333333333,0.0,0.16666666666666669
o3,0,4,60,0.16666666666666666,1.0,0.08333333333333333,0.0,0.0,0.19047619047619047
o3,1,0,60,0.0,1.0,0.0,0.08333333333333333,0.0,0.16666666666666669
o3,1,1,60,0.0,1.0,0.125,0.08333333333333333,0.0,0.18452380952380953
o3,1,2,60,0.0,1.0,0.0625,0.08333333333333333,0.0,0.1755952380952381
o3,1,3,60,0.0,1.0,0.08333333333333333,0.08333333333333333,0.0,0.17857142857142858
o3,1,4,60,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
o3,2,0,60,0.0,1.0,0.08333333333333333,0.08333333333333333,0.0,0.17857142857142858
o3,2,1,60,0.0,0.5,0.25,0.08333333333333333,0.0,0.13095238095238096
o3,2,2,60,0.0,1.0,0.25,0.08333333333333333,0.0,0.20238095238095238
o3,2,3,60,0.0,1.0,0.0625,0.08333333333333333,0.0,0.1755952380952381
o3,2,4,60,0.0,1.0,0.08333333333333333,0.08333333333333333,0.0,0.17857142857142858
o3,3,0,60,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
o3,3,1,60,0.0,1.0,0.08333333333333333,0.08333333333333333,0.0,0.17857142857142858
o3,3,2,60,0.0,1.0,0.25,0.08333333333333333,0.0,0.20238095238095238
o3,3,3,60,0.16666666666666666,1.0,0.375,0.08333333333333333,0.0,0.255952380952381
o3,3,4,60,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
o3,4,0,60,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
o3,4,1,60,0.0,1.0,0.0625,0.08333333333333333,0.0,0.1755952380952381
o3,4,2,60,0.0,1.0,0.0,0.08333333333333333,0.0,0.16666666666666669
o3,4,3,60,0.16666666666666666,1.0,0.125,0.0,0.0,0.19642857142857142
o3,4,4,60,0.16666666666666666,0.5,0.5,0.5833333333333334,0.0,0.3452380952380953
o3,0,0,120,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
o3,0,1,120,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
o3,0,2,120,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.20238095238095236
o3,0,3,120,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
o3,0,4,120,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
o3,1,0,120,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
o3,1,1,120,0.0,1.0,0.125,0.08333333333333333,1.0,0.3988095238095238
o3,1,2,120,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
o3,1,3,120,0.16666666666666666,0.5,1.0,0.08333333333333333,0.0,0.27380952380952384
o3,1,4,120,0.16666666666666666,1.0,1.0,0.0,0.20000000000000004,0.36428571428571427
o3,2,0,120,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
o3,2,1,120,0.0,1.0,0.25,0.08333333333333333,1.0,0.41666666666666663
o3,2,2,120,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.20238095238095236
o3,2,3,120,0.16666666666666666,1.0,0.375,0.0,0.0,0.23214285714285715
o3,2,4,120,0.0,0.5,0.25,0.08333333333333333,0.0,0.13095238095238096
o3,3,0,120,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
o3,3,1,120,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
o3,3,2,120,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
o3,3,3,120,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
o3,3,4,120,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.20238095238095236
o3,4,0,120,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
